id,year,indoor_outdoor,location,match_duration,pais_anfitrion,prize_currency,prize_money,series_category_id,surface,1ST_SERVE_POINTS_WON,1ST_SERVE_RETURN_POINTS_WON,2ND_SERVE_POINTS_WON,2ND_SERVE_RETURN_POINTS_WON,ACES,age,backhand,BREAK_POINTS_CONVERTED,BREAK_POINTS_SAVED,citizenship,DOUBLE_FAULTS,FIRST_SERVE,handedness,name,PERCENTAGE_RETURN_GAME_WON,PERCENTAGE_SERVE_GAME_WON,RETURN_GAMES_PLAYED,RETURN_POINTS_WON,RETURN_RATING,SERVE_RATING,SERVICE_GAMES_PLAYED,SERVICE_POINTS_WON,tiebreaks_won,TOTAL_POINTS_WON,weight,Event,height
13825,2001,O,Doha,84.0,QAT,$,1000000.0,atp250,Hard,86.67,15.79,60.87,44.83,5.0,27.201,Unknown Backhand,33.33,100.0,MAR,1.0,66.18,Left-Handed,Hicham Arazi,9.09,81.82,11.0,28.36,103.04,299.53,11.0,77.94,1.0,53.33,65.0,1,175.0
13826,2001,O,Doha,66.0,QAT,$,1000000.0,atp250,Hard,92.31,36.84,65.38,42.86,7.0,26.739,Unknown Backhand,33.33,,FRA,4.0,50.0,Right-Handed,Julien Boutter,20.0,100.0,10.0,39.39,133.03,310.69,10.0,78.85,0.0,56.78,86.0,1,191.0
13827,2001,O,Doha,129.0,QAT,$,1000000.0,atp250,Hard,92.31,40.0,23.53,29.41,4.0,27.548,One-Handed Backhand,33.33,100.0,ESP,1.0,60.47,Right-Handed,Alex Calatrava,16.67,0.0,6.0,35.14,119.41,179.3,6.0,65.12,0.0,51.25,82.0,1,191.0
13828,2001,O,Doha,69.0,QAT,$,1000000.0,atp250,Hard,74.07,21.74,60.0,67.74,5.0,21.889,One-Handed Backhand,57.14,66.67,FRA,0.0,51.92,Right-Handed,Arnaud Di Pasquale,50.0,44.44,8.0,48.15,196.62,235.44,9.0,67.31,0.0,57.55,80.0,1,185.0
13829,2001,O,Doha,79.0,QAT,$,1000000.0,atp250,Hard,90.32,41.46,65.52,40.91,7.0,24.744,Unknown Backhand,66.67,100.0,FRA,3.0,51.67,Right-Handed,Nicolas Escude,22.22,40.0,9.0,41.27,171.26,251.51,10.0,78.33,1.0,59.35,70.0,1,185.0
13830,2001,O,Doha,87.0,QAT,$,1000000.0,atp250,Hard,75.47,30.19,50.0,67.86,2.0,23.76,Unknown Backhand,21.43,85.71,SWE,2.0,70.67,Right-Handed,Fredrik Jonsson,30.0,-18.18,10.0,43.21,149.47,177.96,11.0,68.0,0.0,55.13,82.0,1,193.0
13831,2001,O,Doha,52.0,QAT,$,1000000.0,atp250,Hard,70.59,51.43,73.08,63.64,3.0,26.87,Two-Handed Backhand,83.33,0.0,RUS,2.0,39.53,Right-Handed,Yevgeny Kafelnikov,62.5,87.5,8.0,54.35,260.9,271.7,8.0,72.09,0.0,62.92,84.0,1,191.0
13832,2001,O,Doha,139.0,QAT,$,1000000.0,atp250,Hard,81.58,32.08,53.66,63.46,3.0,23.489,Two-Handed Backhand,42.86,25.0,GER,5.0,48.1,Right-Handed,Nicolas Kiefer,40.0,64.29,15.0,47.62,178.39,245.62,14.0,67.09,0.0,55.98,80.0,1,183.0
13833,2001,O,Doha,90.0,QAT,$,1000000.0,atp250,Hard,73.33,22.86,54.55,60.0,10.0,23.486,One-Handed Backhand,50.0,33.33,BLR,3.0,67.16,Right-Handed,Max Mirnyi,27.27,63.64,11.0,43.75,160.13,265.68,11.0,67.16,1.0,54.42,93.0,1,196.0
13834,2001,O,Doha,123.0,QAT,$,1000000.0,atp250,Hard,71.79,43.4,50.88,31.03,8.0,35.54,Unknown Backhand,80.0,54.55,ITA,2.0,40.62,Left-Handed,Gianluca Pozzi,28.57,-21.43,14.0,39.02,183.0,147.87,14.0,59.38,1.0,50.0,80.0,1,180.0
13835,2001,O,Doha,60.0,QAT,$,1000000.0,atp250,Hard,81.48,37.04,57.89,54.55,3.0,30.15,Unknown Backhand,66.67,100.0,SUI,3.0,58.7,Right-Handed,Marc Rosset,44.44,50.0,9.0,44.9,202.69,248.07,8.0,71.74,0.0,57.89,88.0,1,201.0
13836,2001,O,Doha,85.0,QAT,$,1000000.0,atp250,Hard,82.35,27.5,42.31,40.62,5.0,25.016,Two-Handed Backhand,37.5,50.0,CHI,2.0,66.23,Left-Handed,Marcelo Rios,23.08,76.92,13.0,33.33,128.7,270.82,13.0,68.83,0.0,51.68,73.0,1,175.0
13837,2001,O,Doha,59.0,QAT,$,1000000.0,atp250,Hard,79.17,45.16,64.71,70.0,2.0,24.314,One-Handed Backhand,55.56,0.0,NED,2.0,58.54,Right-Handed,Sjeng Schalken,62.5,87.5,8.0,54.9,233.22,289.91,8.0,73.17,0.0,63.04,82.0,1,193.0
13838,2001,O,Doha,113.0,QAT,$,1000000.0,atp250,Hard,70.49,39.44,54.55,52.78,1.0,25.857,Unknown Backhand,31.25,57.14,CZE,1.0,73.49,Right-Handed,Bohdan Ulihrach,33.33,26.67,15.0,43.93,156.8,225.2,15.0,66.27,0.0,53.68,81.0,1,188.0
13839,2001,O,Doha,108.0,QAT,$,1000000.0,atp250,Hard,67.24,28.95,44.74,59.38,2.0,23.814,One-Handed Backhand,80.0,78.57,ESP,5.0,60.42,Right-Handed,Fernando Vicente,36.36,-127.27,11.0,42.86,204.69,42.12,11.0,58.33,1.0,51.81,76.0,1,180.0
13840,2001,O,Doha,106.0,QAT,$,1000000.0,atp250,Hard,79.07,40.43,48.65,50.0,6.0,22.733,Unknown Backhand,71.43,40.0,BLR,3.0,53.75,Right-Handed,Vladimir Voltchkov,38.46,46.15,13.0,44.0,200.32,230.62,13.0,65.0,0.0,54.84,76.0,1,180.0
