id,year,indoor_outdoor,location,match_duration,pais_anfitrion,prize_currency,prize_money,series_category_id,surface,1ST_SERVE_POINTS_WON,1ST_SERVE_RETURN_POINTS_WON,2ND_SERVE_POINTS_WON,2ND_SERVE_RETURN_POINTS_WON,ACES,age,backhand,BREAK_POINTS_CONVERTED,BREAK_POINTS_SAVED,citizenship,DOUBLE_FAULTS,FIRST_SERVE,handedness,name,PERCENTAGE_RETURN_GAME_WON,PERCENTAGE_SERVE_GAME_WON,RETURN_GAMES_PLAYED,RETURN_POINTS_WON,RETURN_RATING,SERVE_RATING,SERVICE_GAMES_PLAYED,SERVICE_POINTS_WON,tiebreaks_won,TOTAL_POINTS_WON,weight,Event,height
28557,2003,O,Doha,68.0,QAT,$,1000000.0,atp250,Hard,77.14,48.65,58.82,52.38,3.0,29.196,Unknown Backhand,44.44,80.0,MAR,1.0,67.31,Left-Handed,Hicham Arazi,50.0,0.0,8.0,50.0,195.47,205.27,9.0,71.15,0.0,60.0,65.0,1,175.0
28558,2003,O,Doha,90.0,QAT,$,1000000.0,atp250,Hard,78.95,29.63,60.0,46.67,11.0,27.513,One-Handed Backhand,50.0,100.0,ESP,2.0,55.88,Right-Handed,Albert Costa,22.22,-40.0,9.0,38.6,148.52,163.83,10.0,70.59,0.0,56.0,78.0,1,180.0
28559,2003,O,Doha,79.0,QAT,$,1000000.0,atp250,Hard,84.62,26.19,52.94,55.17,6.0,31.298,Two-Handed Backhand,20.0,100.0,MAR,3.0,69.64,Right-Handed,Younes El Aynaoui,20.0,60.0,10.0,38.03,121.36,270.2,10.0,75.0,0.0,54.33,86.0,1,193.0
28560,2003,O,Doha,116.0,QAT,$,1000000.0,atp250,Hard,80.0,32.76,50.0,38.1,16.0,21.392,One-Handed Backhand,37.5,100.0,SUI,5.0,60.75,Right-Handed,Roger Federer,20.0,46.67,15.0,35.0,128.35,248.41,15.0,68.22,0.0,52.17,85.0,1,185.0
28561,2003,O,Doha,127.0,QAT,$,1000000.0,atp250,Hard,73.33,43.86,42.22,42.0,11.0,20.741,Two-Handed Backhand,60.0,50.0,ESP,4.0,57.14,Right-Handed,David Ferrer,37.5,40.0,16.0,42.99,183.36,219.7,15.0,60.0,0.0,51.42,73.0,1,175.0
28562,2003,O,Doha,79.0,QAT,$,1000000.0,atp250,Hard,68.97,50.0,45.45,62.07,4.0,25.572,Unknown Backhand,66.67,0.0,USA,2.0,56.86,Right-Handed,Jan-Michael Gambill,66.67,70.0,9.0,56.14,245.4,243.28,10.0,58.82,0.0,57.41,88.0,1,191.0
28563,2003,O,Doha,93.0,QAT,$,1000000.0,atp250,Hard,80.0,22.22,63.64,52.17,1.0,25.112,Unknown Backhand,50.0,100.0,GER,0.0,64.52,Right-Handed,Markus Hantschk,22.22,80.0,9.0,36.0,146.62,289.15,10.0,74.19,1.0,57.14,85.0,1,188.0
28564,2003,O,Doha,92.0,QAT,$,1000000.0,atp250,Hard,80.56,42.37,57.69,56.0,6.0,25.991,Unknown Backhand,37.5,50.0,AUT,2.0,58.06,Left-Handed,Stefan Koubek,30.0,70.0,10.0,46.43,165.87,270.31,10.0,70.97,1.0,56.85,68.0,1,175.0
28565,2003,O,Doha,63.0,QAT,$,1000000.0,atp250,Hard,69.44,42.42,64.71,80.0,0.0,23.728,Unknown Backhand,83.33,75.0,SUI,3.0,67.92,Right-Handed,Michel Kratochvil,62.5,12.5,8.0,56.6,268.26,211.57,8.0,67.92,0.0,62.26,77.0,1,185.0
28566,2003,O,Doha,60.0,QAT,$,1000000.0,atp250,Hard,69.23,46.15,61.54,69.57,0.0,24.04,Two-Handed Backhand,62.5,33.33,BEL,3.0,75.0,Right-Handed,Christophe Rochus,62.5,55.56,8.0,57.14,240.72,258.32,9.0,67.31,0.0,62.38,68.0,1,170.0
28567,2003,O,Doha,78.0,QAT,$,1000000.0,atp250,Hard,69.44,45.45,53.85,63.16,0.0,30.056,Two-Handed Backhand,57.14,85.71,FRA,3.0,58.06,Right-Handed,Fabrice Santoro,44.44,-44.44,9.0,50.79,210.2,133.91,9.0,62.9,0.0,56.8,74.0,1,178.0
28568,2003,O,Doha,112.0,QAT,$,1000000.0,atp250,Hard,70.0,22.0,74.19,59.52,7.0,24.091,Two-Handed Backhand,60.0,100.0,CZE,2.0,65.93,Right-Handed,Radek Stepanek,21.43,86.67,14.0,39.13,162.95,301.79,15.0,71.43,0.0,55.19,76.0,1,185.0
28569,2003,O,Doha,98.0,QAT,$,1000000.0,atp250,Hard,75.0,26.09,38.71,53.66,2.0,25.809,One-Handed Backhand,50.0,85.71,ESP,6.0,60.76,Right-Handed,Fernando Vicente,40.0,-30.0,10.0,43.75,169.75,140.47,10.0,60.76,0.0,53.15,76.0,1,180.0
