,Unnamed: 0,id,year,indoor_outdoor,location,match_duration,pais_anfitrion,prize_currency,prize_money,series_category_id,surface,1ST_SERVE_POINTS_WON,1ST_SERVE_RETURN_POINTS_WON,2ND_SERVE_POINTS_WON,2ND_SERVE_RETURN_POINTS_WON,ACES,age,backhand,BREAK_POINTS_CONVERTED,BREAK_POINTS_SAVED,citizenship,DOUBLE_FAULTS,FIRST_SERVE,handedness,name,PERCENTAGE_RETURN_GAME_WON,PERCENTAGE_SERVE_GAME_WON,RETURN_GAMES_PLAYED,RETURN_POINTS_WON,RETURN_RATING,SERVE_RATING,SERVICE_GAMES_PLAYED,SERVICE_POINTS_WON,tiebreaks_won,TOTAL_POINTS_WON,weight,Event
84859,84859,84860,2009,O,Melbourne,47.0,AUS,A$,10712240.0,gs,Hard,85.18518518518519,36.0,52.38095238095239,73.33333333333333,6.0,20.919,Unknown Backhand,57.14285714285714,100.0,FRA,3.0,56.25,Right-Handed,Alexandre Sidorenko,57.14285714285714,0.0,7.0,50.0,223.6190476190476,196.8161375661376,8.0,70.83333333333334,0.0,61.36363636363637,80.0,1
84860,84860,84861,2009,O,Melbourne,119.0,AUS,A$,10712240.0,gs,Hard,62.5,38.983050847457626,48.38709677419355,58.333333333333336,8.0,21.513,Two-Handed Backhand,37.5,55.55555555555556,USA,7.0,67.36842105263158,Right-Handed,Ryan Sweeting,46.15384615384615,0.0,13.0,44.57831325301205,180.9702303346372,179.2555178268251,14.0,57.89473684210527,0.0,51.68539325842697,83.0,1
84861,84861,84862,2009,O,Melbourne,66.0,AUS,A$,10712240.0,gs,Hard,66.66666666666666,47.22222222222222,61.11111111111112,75.0,4.0,27.438,Unknown Backhand,42.85714285714285,0.0,THA,2.0,60.0,Right-Handed,Danai Udomchoke,75.0,75.0,8.0,58.333333333333336,240.0793650793651,264.77777777777777,8.0,64.44444444444444,0.0,60.95238095238096,64.0,1
84862,84862,84863,2009,O,Melbourne,96.0,AUS,A$,10712240.0,gs,Hard,70.73170731707317,30.0,51.72413793103448,59.375,5.0,29.037,Two-Handed Backhand,44.44444444444444,75.0,ESP,1.0,58.57142857142858,Right-Handed,Santiago Ventura,80.0,-250.0,5.0,45.16129032258064,213.81944444444449,-64.97272618046375,4.0,62.85714285714285,0.0,54.54545454545454,78.0,1
84863,84863,84864,2009,O,Melbourne,84.0,AUS,A$,10712240.0,gs,Hard,69.49152542372882,29.411764705882355,63.63636363636363,61.53846153846154,0.0,25.637,Unknown Backhand,33.33333333333333,66.66666666666666,ITA,1.0,84.28571428571429,Right-Handed,Simone Vagnozzi,20.0,54.54545454545454,10.0,40.25974025974026,144.28355957767724,270.9590578912613,11.0,68.57142857142857,1.0,53.74149659863946,60.0,1
84864,84864,84865,2009,O,Melbourne,78.0,AUS,A$,10712240.0,gs,Hard,87.5,22.857142857142858,60.0,59.25925925925925,2.0,20.919,Two-Handed Backhand,66.66666666666666,100.0,CRO,3.0,51.61290322580645,Right-Handed,Antonio Veic,22.22222222222222,40.0,9.0,38.70967741935484,171.005291005291,238.1129032258065,10.0,74.19354838709677,1.0,56.451612903225815,74.0,1
84865,84865,84866,2009,O,Melbourne,58.0,AUS,A$,10712240.0,gs,Hard,77.77777777777779,34.48275862068966,44.44444444444444,85.0,4.0,22.306,Two-Handed Backhand,55.55555555555556,83.33333333333334,SLO,1.0,66.66666666666666,Right-Handed,Grega Zemlja,62.5,-37.5,8.0,55.10204081632652,237.5383141762452,154.38888888888889,8.0,66.66666666666666,0.0,61.16504854368932,81.0,1
84866,84866,84867,2009,O,Melbourne,105.0,AUS,A$,10712240.0,gs,Hard,72.72727272727273,28.57142857142857,50.0,57.89473684210527,1.0,28.548,One-Handed Backhand,62.5,40.0,GER,2.0,59.45945945945946,Left-Handed,Michael Berrer,38.46153846153847,46.15384615384615,13.0,42.5,187.42770387507232,227.3405783405784,13.0,63.51351351351351,0.0,52.5974025974026,100.0,1
84867,84867,84868,2009,O,Melbourne,169.0,AUS,A$,10712240.0,gs,Hard,72.88135593220339,45.97701149425287,45.0,37.2093023255814,4.0,22.954,Two-Handed Backhand,33.33333333333333,66.66666666666666,GER,4.0,59.59595959595959,Left-Handed,Andreas Beck,25.0,-7.142857142857142,16.0,43.07692307692308,141.5196471531676,170.33445838530582,14.0,61.61616161616161,1.0,51.09170305676856,89.0,1
84868,84868,84869,2009,O,Melbourne,75.0,AUS,A$,10712240.0,gs,Hard,72.72727272727273,48.64864864864865,61.11111111111112,45.0,6.0,21.795,Two-Handed Backhand,30.0,100.0,GER,1.0,70.96774193548387,Right-Handed,Matthias Bachinger,37.5,-55.55555555555556,8.0,47.368421052631575,161.14864864864865,154.25057021831216,9.0,69.35483870967742,0.0,58.82352941176471,86.0,1
84869,84869,84870,2009,O,Melbourne,88.0,AUS,A$,10712240.0,gs,Hard,71.7948717948718,24.324324324324326,80.95238095238095,63.63636363636363,0.0,27.357,Two-Handed Backhand,60.0,50.0,SUI,0.0,65.0,Right-Handed,Marco Chiudinelli,30.0,70.0,10.0,38.983050847457626,177.96068796068795,287.7472527472528,10.0,75.0,1.0,57.14285714285714,85.0,1
84870,84870,84871,2009,O,Melbourne,72.0,AUS,A$,10712240.0,gs,Hard,75.0,42.85714285714285,63.1578947368421,62.06896551724138,2.0,25.247,One-Handed Backhand,40.0,100.0,ITA,2.0,67.79661016949152,Right-Handed,Flavio Cipolla,50.0,25.0,8.0,52.63157894736842,194.92610837438423,230.95450490633365,8.0,71.1864406779661,0.0,62.06896551724138,74.0,1
84871,84871,84872,2009,O,Melbourne,59.0,AUS,A$,10712240.0,gs,Hard,87.09677419354838,34.48275862068966,75.0,70.58823529411765,7.0,31.282,Unknown Backhand,60.0,,FRA,0.0,72.09302325581395,Right-Handed,Sebastien De Chaunac,37.5,100.0,8.0,47.82608695652174,202.5709939148073,341.18979744936235,9.0,83.72093023255815,0.0,65.1685393258427,74.0,1
84872,84872,84873,2009,O,Melbourne,55.0,AUS,A$,10712240.0,gs,Hard,84.61538461538461,52.0,47.05882352941176,73.68421052631578,2.0,28.024,Unknown Backhand,55.55555555555556,100.0,GER,1.0,60.46511627906976,Right-Handed,Benedikt Dorsch,83.33333333333334,71.42857142857143,6.0,61.36363636363637,264.57309941520464,264.5678958524376,7.0,69.76744186046511,0.0,65.51724137931035,84.0,1
84873,84873,84874,2009,O,Melbourne,73.0,AUS,A$,10712240.0,gs,Hard,71.7948717948718,38.0,60.0,51.51515151515152,8.0,26.553,One-Handed Backhand,50.0,83.33333333333334,BIH,3.0,56.52173913043478,Right-Handed,Amer Delic,30.0,0.0,10.0,43.373493975903614,169.5151515151515,193.31661092530652,11.0,66.66666666666666,0.0,53.94736842105263,93.0,1
84874,84874,84875,2009,O,Melbourne,73.0,AUS,A$,10712240.0,gs,Hard,73.68421052631578,47.82608695652174,45.83333333333333,64.70588235294117,8.0,24.314,One-Handed Backhand,80.0,80.0,CAN,2.0,61.29032258064516,Right-Handed,Frank Dancevic,50.0,0.0,8.0,52.38095238095239,242.5319693094629,186.80786644029428,9.0,62.903225806451616,0.0,57.6,79.0,1
84875,84875,84876,2009,O,Melbourne,53.0,AUS,A$,10712240.0,gs,Hard,74.19354838709677,44.44444444444444,66.66666666666666,68.75,2.0,31.04,Two-Handed Backhand,100.0,0.0,SVK,0.0,67.3913043478261,Right-Handed,Dominik Hrbaty,50.0,88.88888888888889,8.0,53.48837209302325,263.19444444444446,299.1404082904784,9.0,71.73913043478261,0.0,62.92134831460674,80.0,1
84876,84876,84877,2009,O,Melbourne,106.0,AUS,A$,10712240.0,gs,Hard,73.77049180327869,32.20338983050847,61.53846153846154,48.27586206896552,5.0,26.626,Unknown Backhand,33.33333333333333,100.0,GER,5.0,61.0,Right-Handed,Dieter Kindlmann,21.428571428571427,73.33333333333333,14.0,37.5,135.24115666137874,269.64228667507354,15.0,69.0,0.0,54.25531914893617,71.0,1
84877,84877,84878,2009,O,Melbourne,172.0,AUS,A$,10712240.0,gs,Hard,67.56756756756756,35.483870967741936,50.0,48.97959183673469,2.0,26.674,Two-Handed Backhand,33.33333333333333,66.66666666666666,POL,3.0,74.0,Right-Handed,Lukasz Kubot,31.25,-25.0,16.0,41.44144144144144,149.04679613780996,165.56756756756755,16.0,63.0,0.0,51.65876777251185,88.0,1
84878,84878,84879,2009,O,Melbourne,90.0,AUS,A$,10712240.0,gs,Hard,75.51020408163265,28.88888888888889,51.51515151515152,57.14285714285714,2.0,23.231,Unknown Backhand,60.0,77.77777777777779,RUS,5.0,59.7560975609756,Right-Handed,Alexander Kudryavtsev,25.0,-23.07692307692308,12.0,39.72602739726028,171.03174603174602,160.7045300808367,13.0,65.85365853658537,0.0,53.5483870967742,79.0,1
84879,84879,84880,2009,O,Melbourne,83.0,AUS,A$,10712240.0,gs,Hard,79.41176470588235,29.268292682926827,60.60606060606061,56.75675675675676,2.0,20.93,Unknown Backhand,80.0,50.0,KAZ,4.0,50.74626865671642,Right-Handed,Evgeny Korolev,30.76923076923077,75.0,13.0,42.30769230769231,196.7942802089144,263.7640939686594,12.0,70.1492537313433,0.0,55.172413793103445,82.0,1
84880,84880,84881,2009,O,Melbourne,72.0,AUS,A$,10712240.0,gs,Hard,86.20689655172413,23.33333333333333,60.0,64.51612903225806,1.0,26.467,Two-Handed Backhand,25.0,100.0,ESP,0.0,59.18367346938776,Right-Handed,Marc Lopez,37.5,33.33333333333333,8.0,44.26229508196721,150.3494623655914,239.7239033544452,9.0,75.51020408163265,0.0,58.18181818181818,73.0,1
84881,84881,84882,2009,O,Melbourne,94.0,AUS,A$,10712240.0,gs,Hard,75.0,38.70967741935484,40.0,50.0,6.0,29.384,Two-Handed Backhand,50.0,0.0,AUS,2.0,78.26086956521739,Right-Handed,Peter Luczak,15.384615384615383,93.33333333333331,13.0,43.13725490196079,154.09429280397023,290.59420289855075,15.0,67.3913043478261,0.0,54.63917525773196,77.0,1
84882,84882,84883,2009,O,Melbourne,76.0,AUS,A$,10712240.0,gs,Hard,82.14285714285714,55.55555555555556,75.0,50.0,0.0,28.5,Two-Handed Backhand,36.36363636363637,,BEL,1.0,70.0,Right-Handed,Xavier Malisse,50.0,100.0,8.0,53.57142857142857,191.91919191919192,326.1428571428571,8.0,80.0,0.0,64.58333333333334,83.0,1
84883,84883,84884,2009,O,Melbourne,89.0,AUS,A$,10712240.0,gs,Hard,70.73170731707317,48.93617021276596,50.0,51.72413793103448,3.0,25.287,Two-Handed Backhand,50.0,50.0,GER,0.0,65.07936507936508,Right-Handed,Florian Mayer,44.44444444444444,66.66666666666666,9.0,50.0,195.10475258824488,255.4777390631049,9.0,63.49206349206349,1.0,56.11510791366906,82.0,1
84884,84884,84885,2009,O,Melbourne,113.0,AUS,A$,10712240.0,gs,Hard,81.81818181818183,35.0,33.33333333333333,55.55555555555556,3.0,22.034,One-Handed Backhand,66.66666666666666,75.0,ITA,4.0,70.96774193548387,Right-Handed,Gianluca Naso,15.384615384615383,53.333333333333336,13.0,44.73684210526316,172.60683760683762,238.4525904203324,15.0,67.74193548387096,0.0,55.072463768115945,90.0,1
84885,84885,84886,2009,O,Melbourne,174.0,AUS,A$,10712240.0,gs,Hard,64.38356164383562,39.72602739726028,47.72727272727273,52.94117647058824,0.0,24.075,Unknown Backhand,50.0,46.15384615384615,MAR,1.0,62.39316239316239,Right-Handed,Lamine Ouahab,33.33333333333333,5.0,18.0,43.925233644859816,176.00053720118183,178.50399676427074,20.0,58.119658119658126,1.0,51.33928571428571,83.0,1
84886,84886,84887,2009,O,Melbourne,92.0,AUS,A$,10712240.0,gs,Hard,70.0,38.46153846153847,61.90476190476191,65.71428571428571,4.0,23.161,Two-Handed Backhand,41.66666666666667,60.0,USA,3.0,65.57377049180327,Left-Handed,Wayne Odesnik,50.0,20.0,10.0,51.35135135135135,195.8424908424909,218.4785323965652,10.0,67.21311475409836,0.0,58.51851851851851,77.0,1
84887,84887,84888,2009,O,Melbourne,67.0,AUS,A$,10712240.0,gs,Hard,77.14285714285715,37.83783783783784,63.63636363636363,52.94117647058824,2.0,29.29,One-Handed Backhand,57.14285714285714,80.0,GER,2.0,61.40350877192983,Right-Handed,Bjorn Phau,40.0,10.0,10.0,42.5925925925926,187.9218714512832,212.1827295511506,10.0,71.9298245614035,0.0,57.65765765765766,70.0,1
84888,84888,84889,2009,O,Melbourne,141.0,AUS,A$,10712240.0,gs,Hard,67.90123456790124,32.83582089552239,52.38095238095239,42.10526315789473,4.0,28.817,Unknown Backhand,37.5,83.33333333333334,FRA,1.0,65.85365853658537,Right-Handed,Olivier Patience,18.75,31.25,16.0,36.19047619047619,131.19108405341711,220.38584548543892,16.0,62.60162601626016,0.0,50.43859649122807,75.0,1
84889,84889,84890,2009,O,Melbourne,107.0,AUS,A$,10712240.0,gs,Hard,72.22222222222221,40.38461538461539,52.0,51.72413793103448,2.0,20.594,Two-Handed Backhand,55.55555555555556,33.33333333333333,CAN,2.0,68.35443037974683,Right-Handed,Peter Polansky,38.46153846153847,69.23076923076923,13.0,44.44444444444444,186.1258473327439,261.80742183273827,13.0,65.82278481012658,0.0,55.00000000000001,80.0,1
84890,84890,84891,2009,O,Melbourne,132.0,AUS,A$,10712240.0,gs,Hard,62.264150943396224,29.508196721311474,64.51612903225806,53.84615384615385,2.0,31.037,Unknown Backhand,30.0,66.66666666666666,SWE,1.0,63.095238095238095,Right-Handed,Bjorn Rehnquist,21.428571428571427,-7.142857142857142,14.0,36.7816091954023,134.78292199603675,183.7326609280352,14.0,63.095238095238095,0.0,49.707602339181285,69.0,1
84891,84891,84892,2009,O,Melbourne,62.0,AUS,A$,10712240.0,gs,Hard,75.0,48.93617021276596,60.0,65.51724137931035,1.0,28.889,Unknown Backhand,23.809523809523807,100.0,ITA,3.0,65.11627906976744,Right-Handed,Andrea Stoppini,71.42857142857143,-14.285714285714285,7.0,55.26315789473685,209.6915068301716,183.8305647840532,7.0,69.76744186046511,0.0,60.50420168067227,79.0,1
84892,84892,84893,2009,O,Melbourne,61.0,AUS,A$,10712240.0,gs,Hard,68.0,50.0,75.0,67.85714285714286,0.0,25.497,Unknown Backhand,46.15384615384615,0.0,GER,2.0,67.56756756756756,Left-Handed,Simon Stadler,75.0,85.71428571428571,8.0,57.35294117647059,239.01098901098905,294.2818532818533,7.0,70.27027027027027,0.0,61.90476190476191,75.0,1
84893,84893,84894,2009,O,Melbourne,77.0,AUS,A$,10712240.0,gs,Hard,81.3953488372093,46.51162790697674,52.94117647058824,47.05882352941176,3.0,23.79,One-Handed Backhand,33.33333333333333,80.0,ISR,1.0,71.66666666666667,Right-Handed,Dudi Sela,33.33333333333333,10.0,9.0,46.66666666666666,160.23711810305517,218.0031919744642,10.0,73.33333333333333,0.0,60.0,65.0,1
84894,84894,84895,2009,O,Melbourne,110.0,AUS,A$,10712240.0,gs,Hard,80.0,34.48275862068966,48.14814814814815,52.63157894736842,5.0,21.513,Two-Handed Backhand,33.33333333333333,66.66666666666666,USA,6.0,68.96551724137932,Right-Handed,Ryan Sweeting,26.666666666666668,33.33333333333333,15.0,41.66666666666667,147.11433756805806,229.4469987228608,15.0,70.11494252873564,0.0,55.19125683060109,83.0,1
84895,84895,84896,2009,O,Melbourne,91.0,AUS,A$,10712240.0,gs,Hard,73.91304347826086,21.428571428571427,59.25925925925925,47.61904761904761,3.0,27.438,Unknown Backhand,44.44444444444444,50.0,THA,5.0,63.013698630136986,Right-Handed,Danai Udomchoke,33.33333333333333,75.0,12.0,37.142857142857146,146.8253968253968,269.18600136765707,12.0,68.4931506849315,0.0,53.14685314685315,64.0,1
84896,84896,84897,2009,O,Melbourne,114.0,AUS,A$,10712240.0,gs,Hard,66.0,30.76923076923077,54.285714285714285,55.55555555555556,1.0,29.037,Two-Handed Backhand,66.66666666666666,33.33333333333333,ESP,4.0,58.82352941176471,Right-Handed,Santiago Ventura,26.666666666666668,42.85714285714285,15.0,40.909090909090914,179.65811965811966,218.96638655462183,14.0,61.1764705882353,1.0,50.86705202312138,78.0,1
84897,84897,84898,2009,O,Melbourne,62.0,AUS,A$,10712240.0,gs,Hard,69.44444444444444,46.15384615384615,40.0,56.00000000000001,1.0,22.306,Two-Handed Backhand,35.714285714285715,0.0,SLO,0.0,78.26086956521739,Right-Handed,Grega Zemlja,50.0,77.77777777777779,10.0,48.888888888888886,187.86813186813188,266.4830917874396,9.0,63.04347826086957,0.0,53.67647058823529,81.0,1
84898,84898,84899,2009,O,Melbourne,67.0,AUS,A$,10712240.0,gs,Hard,73.52941176470588,45.16129032258064,50.0,65.21739130434783,3.0,28.548,One-Handed Backhand,62.5,100.0,GER,3.0,62.96296296296296,Left-Handed,Michael Berrer,62.5,14.285714285714285,8.0,53.70370370370371,235.37868162692848,200.77808901338312,7.0,64.81481481481481,0.0,59.25925925925925,100.0,1
84899,84899,84900,2009,O,Melbourne,92.0,AUS,A$,10712240.0,gs,Hard,73.80952380952381,43.90243902439025,39.130434782608695,57.14285714285714,5.0,22.954,Two-Handed Backhand,40.0,33.33333333333333,GER,4.0,64.61538461538461,Left-Handed,Andreas Beck,44.44444444444444,60.0,9.0,48.38709677419355,185.48974061169184,238.55534320751715,10.0,61.53846153846154,0.0,55.11811023622048,89.0,1
84900,84900,84901,2009,O,Melbourne,84.0,AUS,A$,10712240.0,gs,Hard,61.01694915254237,59.25925925925925,38.095238095238095,53.57142857142857,0.0,25.247,One-Handed Backhand,75.0,76.92307692307693,ITA,8.0,73.75,Right-Handed,Flavio Cipolla,66.66666666666666,-155.55555555555557,9.0,56.36363636363636,254.49735449735448,9.306631692224896,9.0,55.00000000000001,0.0,55.55555555555556,74.0,1
84901,84901,84902,2009,O,Melbourne,84.0,AUS,A$,10712240.0,gs,Hard,61.29032258064516,40.0,61.11111111111112,65.38461538461539,2.0,31.282,Unknown Backhand,62.5,66.66666666666666,FRA,3.0,46.26865671641791,Right-Handed,Sebastien De Chaunac,62.5,-11.11111111111111,8.0,52.94117647058824,230.3846153846154,156.55897929706308,9.0,61.19402985074627,0.0,57.6271186440678,74.0,1
84902,84902,84903,2009,O,Melbourne,59.0,AUS,A$,10712240.0,gs,Hard,68.96551724137932,67.74193548387096,43.75,47.61904761904761,0.0,31.04,Two-Handed Backhand,60.0,50.0,SVK,2.0,64.44444444444444,Right-Handed,Dominik Hrbaty,75.0,25.0,8.0,59.61538461538461,250.36098310291857,200.15996168582376,8.0,60.0,0.0,59.79381443298969,80.0,1
84903,84903,84904,2009,O,Melbourne,104.0,AUS,A$,10712240.0,gs,Hard,64.15094339622641,31.25,60.86956521739131,78.26086956521739,0.0,26.626,Unknown Backhand,46.66666666666666,57.14285714285714,GER,1.0,69.73684210526315,Right-Handed,Dieter Kindlmann,53.84615384615385,8.333333333333332,13.0,54.25531914893617,210.0236900780379,202.0906840522142,12.0,63.1578947368421,0.0,58.235294117647065,71.0,1
84904,84904,84905,2009,O,Melbourne,66.0,AUS,A$,10712240.0,gs,Hard,72.09302325581395,37.83783783783784,55.55555555555556,50.0,3.0,20.93,Unknown Backhand,66.66666666666666,80.0,KAZ,2.0,70.49180327868852,Right-Handed,Evgeny Korolev,36.36363636363637,10.0,11.0,42.3728813559322,190.86814086814087,209.14038209005804,10.0,67.21311475409836,0.0,55.00000000000001,82.0,1
84905,84905,84906,2009,O,Melbourne,171.0,AUS,A$,10712240.0,gs,Hard,73.80952380952381,36.84210526315789,64.28571428571429,60.0,6.0,28.5,Two-Handed Backhand,55.55555555555556,0.0,BEL,1.0,60.0,Right-Handed,Xavier Malisse,35.714285714285715,78.57142857142857,14.0,45.65217391304348,188.1119465329992,281.66666666666663,14.0,70.0,0.0,56.17283950617284,83.0,1
84906,84906,84907,2009,O,Melbourne,87.0,AUS,A$,10712240.0,gs,Hard,75.0,38.46153846153847,61.90476190476191,51.85185185185185,1.0,25.287,Two-Handed Backhand,54.54545454545454,,GER,0.0,71.23287671232876,Right-Handed,Florian Mayer,50.0,100.0,12.0,43.03797468354431,194.8588448588449,309.13763861709066,12.0,71.23287671232876,0.0,56.57894736842105,82.0,1
84907,84907,84908,2009,O,Melbourne,130.0,AUS,A$,10712240.0,gs,Hard,66.66666666666666,32.35294117647059,44.18604651162791,56.41025641025641,2.0,24.075,Unknown Backhand,41.66666666666667,55.55555555555556,MAR,5.0,59.43396226415094,Right-Handed,Lamine Ouahab,29.411764705882355,12.5,17.0,41.1214953271028,159.841628959276,179.78667544244553,16.0,57.54716981132076,0.0,49.29577464788733,83.0,1
84908,84908,84909,2009,O,Melbourne,107.0,AUS,A$,10712240.0,gs,Hard,67.3469387755102,29.78723404255319,65.0,50.0,3.0,23.161,Two-Handed Backhand,37.5,50.0,USA,0.0,71.01449275362319,Left-Handed,Wayne Odesnik,25.0,50.0,12.0,37.333333333333336,142.2872340425532,256.36143152913337,12.0,66.66666666666666,0.0,51.388888888888886,77.0,1
84909,84909,84910,2009,O,Melbourne,118.0,AUS,A$,10712240.0,gs,Hard,69.56521739130434,42.10526315789473,52.94117647058824,53.48837209302325,0.0,29.29,One-Handed Backhand,33.33333333333333,33.33333333333333,GER,5.0,47.42268041237113,Right-Handed,Bjorn Phau,35.714285714285715,46.66666666666666,14.0,47.0,164.64125429853704,211.5957409409304,15.0,60.824742268041234,1.0,53.80710659898477,70.0,1
84910,84910,84911,2009,O,Melbourne,120.0,AUS,A$,10712240.0,gs,Hard,62.903225806451616,36.84210526315789,51.51515151515152,50.0,3.0,20.594,Two-Handed Backhand,28.57142857142857,70.0,CAN,3.0,65.26315789473685,Right-Handed,Peter Polansky,30.76923076923077,-30.76923076923077,13.0,41.75824175824176,146.18276460381722,148.9123044471092,13.0,58.94736842105262,0.0,50.53763440860215,80.0,1
84911,84911,84912,2009,O,Melbourne,198.0,AUS,A$,10712240.0,gs,Hard,61.19402985074627,48.888888888888886,54.054054054054056,48.837209302325576,5.0,31.037,Unknown Backhand,50.0,50.0,SWE,2.0,64.42307692307693,Right-Handed,Bjorn Rehnquist,47.05882352941176,25.0,17.0,48.87218045112782,194.78492172062624,207.6711608278773,16.0,58.65384615384615,0.0,53.16455696202531,69.0,1
84912,84912,84913,2009,O,Melbourne,138.0,AUS,A$,10712240.0,gs,Hard,62.85714285714285,36.231884057971016,50.0,37.93103448275862,2.0,28.889,Unknown Backhand,25.0,78.57142857142857,ITA,2.0,61.40350877192983,Right-Handed,Andrea Stoppini,14.285714285714285,-78.57142857142857,14.0,36.734693877551024,113.44863282644393,95.68922305764411,14.0,57.89473684210527,1.0,48.11320754716981,79.0,1
84913,84913,84914,2009,O,Melbourne,118.0,AUS,A$,10712240.0,gs,Hard,61.11111111111112,40.0,53.333333333333336,58.333333333333336,0.0,23.79,One-Handed Backhand,50.0,50.0,ISR,2.0,64.28571428571429,Right-Handed,Dudi Sela,42.85714285714285,14.285714285714285,14.0,46.22641509433962,191.1904761904762,191.01587301587304,14.0,58.333333333333336,0.0,51.578947368421055,65.0,1
84914,84914,84915,2009,O,Melbourne,174.0,AUS,A$,10712240.0,gs,Hard,78.37837837837837,35.63218390804598,55.88235294117647,45.45454545454545,12.0,24.803,Two-Handed Backhand,45.45454545454545,0.0,CRO,2.0,68.51851851851852,Right-Handed,Mario Ancic,25.0,90.0,20.0,38.93129770992366,151.54127481713687,302.7792498380734,20.0,71.29629629629629,0.0,53.55648535564853,82.0,1
84915,84915,84916,2009,O,Melbourne,210.0,AUS,A$,10712240.0,gs,Hard,80.45977011494253,25.58139534883721,56.86274509803921,41.50943396226416,31.0,23.411,One-Handed Backhand,44.44444444444444,57.14285714285714,ESP,4.0,63.04347826086957,Right-Handed,Nicolas Almagro,16.0,54.16666666666666,25.0,31.654676258992804,127.53527375554582,281.532660140518,24.0,71.73913043478261,0.0,51.624548736462096,86.0,1
84916,84916,84917,2009,O,Melbourne,,AUS,A$,10712240.0,gs,Hard,,,,,,25.513,Two-Handed Backhand,,,RUS,,,Right-Handed,Igor Andreev,,,,,,,,,0.0,,80.0,1
84917,84917,84918,2009,O,Melbourne,114.0,AUS,A$,10712240.0,gs,Hard,79.66101694915254,30.508474576271187,45.16129032258064,62.5,7.0,29.059,One-Handed Backhand,40.0,75.0,USA,5.0,65.55555555555556,Right-Handed,James Blake,40.0,-31.25,15.0,44.85981308411215,173.00847457627117,161.12786282728874,16.0,67.77777777777779,0.0,55.32994923857868,83.0,1
84918,84918,84919,2009,O,Melbourne,105.0,AUS,A$,10712240.0,gs,Hard,78.57142857142857,42.64705882352941,52.63157894736842,66.66666666666666,8.0,28.548,One-Handed Backhand,30.76923076923077,62.5,GER,3.0,52.5,Left-Handed,Michael Berrer,57.14285714285714,0.0,14.0,52.58620689655172,197.225813402284,188.70300751879697,13.0,66.25,0.0,58.16326530612245,100.0,1
84919,84919,84920,2009,O,Melbourne,250.0,AUS,A$,10712240.0,gs,Hard,77.27272727272727,33.82352941176471,53.333333333333336,60.0,7.0,23.588,Two-Handed Backhand,41.66666666666667,87.5,CYP,2.0,42.30769230769231,Right-Handed,Marcos Baghdatis,33.33333333333333,-7.142857142857142,15.0,44.24778761061947,168.8235294117647,170.77089577089578,14.0,63.46153846153846,1.0,53.45622119815668,82.0,1
84920,84920,84921,2009,O,Melbourne,110.0,AUS,A$,10712240.0,gs,Hard,82.6923076923077,35.82089552238806,55.172413793103445,61.11111111111112,9.0,23.338,Two-Handed Backhand,35.714285714285715,80.0,CZE,4.0,64.19753086419753,Right-Handed,Tomas Berdych,33.33333333333333,35.714285714285715,15.0,44.66019417475729,165.9796256811182,242.77653806389435,14.0,72.8395061728395,0.0,57.06521739130434,91.0,1
84921,84921,84922,2009,O,Melbourne,96.0,AUS,A$,10712240.0,gs,Hard,69.56521739130434,41.66666666666667,66.66666666666666,72.22222222222221,1.0,22.954,Two-Handed Backhand,52.94117647058824,60.0,GER,2.0,68.65671641791045,Left-Handed,Andreas Beck,69.23076923076923,33.33333333333333,13.0,54.761904761904766,236.0608345902464,237.2219338092148,12.0,68.65671641791045,0.0,60.9271523178808,89.0,1
84922,84922,84923,2009,O,Melbourne,284.0,AUS,A$,10712240.0,gs,Hard,78.33333333333333,25.925925925925924,68.62745098039215,29.166666666666668,3.0,23.279,One-Handed Backhand,40.0,50.0,ITA,1.0,54.054054054054056,Right-Handed,Simone Bolelli,11.11111111111111,83.33333333333334,18.0,27.450980392156865,106.20370370370372,286.3481717011129,18.0,73.87387387387388,2.0,51.64319248826291,83.0,1
84923,84923,84924,2009,O,Melbourne,215.0,AUS,A$,10712240.0,gs,Hard,78.08219178082192,39.62264150943396,50.0,55.00000000000001,21.0,31.15,Two-Handed Backhand,40.909090909090914,50.0,ARG,4.0,51.048951048951054,Right-Handed,Guillermo Canas,34.61538461538461,28.000000000000004,26.0,45.18072289156627,170.1471170339095,224.13114282977293,25.0,64.33566433566433,0.0,54.0453074433657,86.0,1
84924,84924,84925,2009,O,Melbourne,207.0,AUS,A$,10712240.0,gs,Hard,71.42857142857143,39.285714285714285,47.12643678160919,52.94117647058824,2.0,31.088,Two-Handed Backhand,47.368421052631575,57.14285714285714,FRA,2.0,42.0,Right-Handed,Arnaud Clement,42.85714285714285,-4.761904761904762,21.0,44.44444444444444,182.45245466607696,155.79310344827587,21.0,57.333333333333336,0.0,51.2280701754386,74.0,1
84925,84925,84926,2009,O,Melbourne,194.0,AUS,A$,10712240.0,gs,Hard,65.2542372881356,32.098765432098766,47.27272727272727,50.79365079365079,3.0,25.247,One-Handed Backhand,37.5,76.47058823529412,ITA,6.0,68.20809248554913,Right-Handed,Flavio Cipolla,28.57142857142857,-42.85714285714285,21.0,40.27777777777778,148.96384479717813,134.87791418926915,21.0,59.53757225433526,1.0,50.78864353312302,74.0,1
