id,year,indoor_outdoor,location,match_duration,pais_anfitrion,prize_currency,prize_money,series_category_id,surface,1ST_SERVE_POINTS_WON,1ST_SERVE_RETURN_POINTS_WON,2ND_SERVE_POINTS_WON,2ND_SERVE_RETURN_POINTS_WON,ACES,age,backhand,BREAK_POINTS_CONVERTED,BREAK_POINTS_SAVED,citizenship,DOUBLE_FAULTS,FIRST_SERVE,handedness,name,PERCENTAGE_RETURN_GAME_WON,PERCENTAGE_SERVE_GAME_WON,RETURN_GAMES_PLAYED,RETURN_POINTS_WON,RETURN_RATING,SERVE_RATING,SERVICE_GAMES_PLAYED,SERVICE_POINTS_WON,tiebreaks_won,TOTAL_POINTS_WON,weight,Event,height
236609,2022,O,Sydney,119.0,AUS,$,10000000.0,atpCup,Hard,81.4,38.89,37.04,57.14,8.0,21.397,Two-Handed Backhand,30.0,71.43,CAN,9.0,61.43,Right-Handed,Felix Auger-Aliassime,30.0,-9.09,10.0,45.12,156.03,169.77,11.0,64.29,1.0,53.95,88.0,1,193.0
236610,2022,O,Sydney,151.0,AUS,$,10000000.0,atpCup,Hard,75.47,37.29,48.39,39.39,7.0,21.397,Two-Handed Backhand,50.0,77.78,CAN,1.0,63.1,Right-Handed,Felix Auger-Aliassime,26.67,-14.29,15.0,38.04,153.35,178.67,14.0,65.48,0.0,51.14,88.0,1,193.0
236611,2022,O,Sydney,81.0,AUS,$,10000000.0,atpCup,Hard,78.79,44.0,47.06,65.38,2.0,33.715,Two-Handed Backhand,71.43,50.0,ESP,1.0,66.0,Right-Handed,Roberto Bautista Agut,71.43,62.5,7.0,54.9,252.24,255.35,8.0,68.0,0.0,61.39,75.0,1,183.0
236612,2022,O,Sydney,84.0,AUS,$,10000000.0,atpCup,Hard,90.32,28.12,52.63,63.64,1.0,33.715,Two-Handed Backhand,42.86,100.0,ESP,0.0,62.0,Right-Handed,Roberto Bautista Agut,37.5,55.56,8.0,42.59,172.12,261.51,9.0,76.0,0.0,58.65,75.0,1,183.0
236613,2022,O,Sydney,105.0,AUS,$,10000000.0,atpCup,Hard,92.31,16.28,58.33,57.14,2.0,33.715,Two-Handed Backhand,33.33,,ESP,0.0,61.9,Right-Handed,Roberto Bautista Agut,9.09,100.0,11.0,32.39,115.85,314.55,11.0,79.37,1.0,54.48,75.0,1,183.0
236614,2022,O,Sydney,95.0,AUS,$,10000000.0,atpCup,Hard,84.78,25.49,58.82,45.45,18.0,25.72,Two-Handed Backhand,25.0,,ITA,2.0,73.02,Right-Handed,Matteo Berrettini,9.09,100.0,11.0,31.51,105.04,332.62,11.0,77.78,1.0,52.94,95.0,1,196.0
236615,2022,O,Sydney,68.0,AUS,$,10000000.0,atpCup,Hard,90.91,32.35,54.55,51.61,7.0,30.47,Two-Handed Backhand,37.5,,ESP,0.0,75.0,Right-Handed,Pablo Carreno Busta,33.33,100.0,9.0,41.54,154.8,327.45,9.0,81.82,0.0,57.8,78.0,1,188.0
236616,2022,O,Sydney,80.0,AUS,$,10000000.0,atpCup,Hard,87.88,26.47,52.38,60.87,4.0,30.47,Two-Handed Backhand,50.0,50.0,ESP,2.0,61.11,Right-Handed,Pablo Carreno Busta,33.33,70.0,9.0,40.35,170.67,273.37,10.0,74.07,0.0,56.76,78.0,1,188.0
236617,2022,O,Sydney,112.0,AUS,$,10000000.0,atpCup,Hard,74.42,34.62,46.43,58.62,1.0,30.47,Two-Handed Backhand,40.0,50.0,ESP,6.0,60.56,Right-Handed,Pablo Carreno Busta,36.36,18.18,11.0,43.21,169.6,194.59,11.0,63.38,1.0,52.63,78.0,1,188.0
236618,2022,O,Sydney,65.0,AUS,$,10000000.0,atpCup,Hard,86.36,51.43,58.33,65.22,4.0,31.239,Two-Handed Backhand,66.67,0.0,ARG,2.0,64.71,Left-Handed,Federico Delbonis,75.0,85.71,8.0,56.9,258.31,297.12,7.0,76.47,0.0,64.13,90.0,1,193.0
236619,2022,O,Sydney,91.0,AUS,$,10000000.0,atpCup,Hard,70.73,20.69,61.11,65.52,2.0,31.239,Two-Handed Backhand,60.0,0.0,ARG,2.0,69.49,Left-Handed,Federico Delbonis,33.33,90.0,9.0,43.1,179.54,291.33,10.0,67.8,1.0,55.56,90.0,1,193.0
236620,2022,O,Sydney,84.0,AUS,$,10000000.0,atpCup,Hard,76.92,25.58,72.73,50.0,2.0,22.873,Two-Handed Backhand,66.67,0.0,AUS,1.0,63.93,Right-Handed,Alex de Minaur,20.0,90.91,10.0,33.33,162.25,305.49,11.0,75.41,1.0,54.03,69.0,1,183.0
236621,2022,O,Sydney,137.0,AUS,$,10000000.0,atpCup,Hard,67.92,31.82,79.31,48.65,4.0,22.873,Two-Handed Backhand,42.86,66.67,AUS,0.0,64.63,Right-Handed,Alex de Minaur,20.0,61.54,15.0,37.86,143.32,277.41,13.0,71.95,1.0,52.97,69.0,1,183.0
236622,2022,O,Sydney,94.0,AUS,$,10000000.0,atpCup,Hard,88.24,29.17,86.36,40.0,4.0,31.607,One-Handed Backhand,14.29,,GBR,2.0,60.71,Right-Handed,Daniel Evans,9.09,100.0,11.0,32.35,92.54,337.31,11.0,87.5,1.0,57.26,75.0,1,175.0
236623,2022,O,Sydney,69.0,AUS,$,10000000.0,atpCup,Hard,80.0,33.33,66.67,68.18,4.0,31.607,One-Handed Backhand,36.36,,GBR,1.0,58.14,Right-Handed,Daniel Evans,57.14,100.0,7.0,48.98,195.02,307.81,8.0,74.42,0.0,60.87,75.0,1,175.0
236624,2022,O,Sydney,82.0,AUS,$,10000000.0,atpCup,Hard,88.57,27.78,69.23,52.38,4.0,31.607,One-Handed Backhand,66.67,,GBR,0.0,72.92,Right-Handed,Daniel Evans,20.0,100.0,10.0,36.84,166.83,334.72,10.0,83.33,0.0,58.1,75.0,1,175.0
236625,2022,O,Sydney,147.0,AUS,$,10000000.0,atpCup,Hard,78.0,23.21,75.0,36.84,12.0,24.177,Two-Handed Backhand,33.33,100.0,USA,2.0,55.56,Right-Handed,Taylor Fritz,12.5,87.5,16.0,28.72,105.89,306.06,16.0,76.67,0.0,52.17,86.0,1,193.0
236626,2022,O,Sydney,118.0,AUS,$,10000000.0,atpCup,Hard,68.0,33.33,65.71,45.95,15.0,24.177,Two-Handed Backhand,27.27,60.0,USA,1.0,58.82,Right-Handed,Taylor Fritz,21.43,42.86,14.0,38.3,127.98,249.39,14.0,67.06,1.0,51.96,86.0,1,193.0
236627,2022,O,Sydney,,AUS,$,10000000.0,atpCup,Hard,,,,,,25.588,Two-Handed Backhand,,,CHI,,,Right-Handed,Cristian Garin,,,,,,,,,,,85.0,1,185.0
236628,2022,O,Sydney,122.0,AUS,$,10000000.0,atpCup,Hard,80.0,34.0,68.75,50.0,16.0,24.889,Two-Handed Backhand,40.0,,POL,0.0,78.95,Right-Handed,Hubert Hurkacz,28.57,100.0,14.0,42.0,152.57,343.7,14.0,77.63,0.0,57.39,81.0,1,196.0
236629,2022,O,Sydney,81.0,AUS,$,10000000.0,atpCup,Hard,83.33,44.19,47.06,55.0,12.0,24.889,Two-Handed Backhand,27.27,100.0,POL,3.0,67.92,Right-Handed,Hubert Hurkacz,37.5,33.33,8.0,47.62,163.96,240.65,9.0,71.7,0.0,58.62,81.0,1,196.0
236630,2022,O,Sydney,54.0,AUS,$,10000000.0,atpCup,Hard,79.31,48.15,77.78,63.64,5.0,24.889,Two-Handed Backhand,62.5,100.0,POL,0.0,76.32,Right-Handed,Hubert Hurkacz,62.5,14.29,8.0,55.1,236.78,252.69,7.0,78.95,0.0,65.52,81.0,1,196.0
236631,2022,O,Sydney,175.0,AUS,$,10000000.0,atpCup,Hard,64.0,21.74,62.5,53.7,1.0,23.516,Two-Handed Backhand,28.57,66.67,FRA,2.0,60.98,Left-Handed,Ugo Humbert,22.22,16.67,18.0,35.77,126.24,203.14,18.0,63.41,1.0,49.59,73.0,1,188.0
236632,2022,O,Sydney,65.0,AUS,$,10000000.0,atpCup,Hard,80.0,37.93,40.0,58.82,10.0,36.682,Two-Handed Backhand,50.0,100.0,USA,0.0,70.0,Right-Handed,John Isner,50.0,75.0,8.0,45.65,196.75,275.0,8.0,68.0,0.0,57.29,108.0,1,208.0
236633,2022,O,Sydney,73.0,AUS,$,10000000.0,atpCup,Hard,79.41,28.95,70.59,60.0,8.0,29.846,Two-Handed Backhand,36.36,66.67,SRB,0.0,66.67,Right-Handed,Filip Krajinovic,40.0,50.0,10.0,41.27,165.31,274.67,10.0,76.47,0.0,57.02,75.0,1,185.0
236634,2022,O,Sydney,145.0,AUS,$,10000000.0,atpCup,Hard,75.38,35.38,37.5,47.22,5.0,29.846,Two-Handed Backhand,80.0,33.33,SRB,2.0,67.01,Right-Handed,Filip Krajinovic,25.0,46.67,16.0,39.6,187.61,229.56,15.0,62.89,1.0,51.01,75.0,1,185.0
236635,2022,O,Sydney,157.0,AUS,$,10000000.0,atpCup,Hard,79.66,20.0,68.75,66.67,8.0,25.889,Two-Handed Backhand,27.27,100.0,RUS,1.0,64.84,Right-Handed,Daniil Medvedev,20.0,73.33,15.0,35.85,133.94,293.58,15.0,75.82,0.0,54.31,83.0,1,198.0
236636,2022,O,Sydney,80.0,AUS,$,10000000.0,atpCup,Hard,75.76,47.06,53.85,65.52,8.0,25.889,Two-Handed Backhand,41.67,50.0,RUS,2.0,71.74,Right-Handed,Daniil Medvedev,55.56,33.33,9.0,55.56,209.8,240.68,9.0,69.57,0.0,61.47,83.0,1,198.0
236637,2022,O,Sydney,53.0,AUS,$,10000000.0,atpCup,Hard,78.26,51.43,55.56,70.59,1.0,25.967,Two-Handed Backhand,50.0,50.0,POL,2.0,56.1,Right-Handed,Kamil Majchrzak,85.71,57.14,7.0,57.69,257.73,246.06,7.0,68.29,0.0,62.37,78.0,1,180.0
236638,2022,O,Sydney,105.0,AUS,$,10000000.0,atpCup,Hard,68.29,41.54,65.22,65.0,5.0,25.967,Two-Handed Backhand,25.0,40.0,POL,1.0,64.06,Right-Handed,Kamil Majchrzak,40.0,36.36,10.0,47.06,171.54,237.94,11.0,67.19,1.0,55.7,78.0,1,180.0
236639,2022,O,Sydney,79.0,AUS,$,10000000.0,atpCup,Hard,79.41,28.12,47.06,76.92,1.0,25.967,Two-Handed Backhand,80.0,50.0,POL,3.0,66.67,Right-Handed,Kamil Majchrzak,50.0,66.67,8.0,50.0,235.05,257.8,9.0,68.63,0.0,58.72,78.0,1,180.0
236640,2022,O,Sydney,68.0,AUS,$,10000000.0,atpCup,Hard,75.76,43.48,71.43,50.0,6.0,25.569,Two-Handed Backhand,60.0,,GRE,2.0,61.11,Right-Handed,Michail Pervolarakis,37.5,100.0,8.0,46.67,190.98,312.3,9.0,74.07,0.0,61.62,90.0,1,193.0
236641,2022,O,Sydney,113.0,AUS,$,10000000.0,atpCup,Hard,78.72,20.0,59.38,45.0,12.0,26.44,Two-Handed Backhand,50.0,100.0,FRA,0.0,59.49,Right-Handed,Arthur Rinderknech,9.09,-9.09,11.0,27.14,124.09,200.5,11.0,70.89,1.0,50.34,86.0,1,196.0
236642,2022,O,Sydney,84.0,AUS,$,10000000.0,atpCup,Hard,83.33,36.11,57.14,55.56,4.0,23.026,Two-Handed Backhand,42.86,100.0,NOR,1.0,63.16,Right-Handed,Casper Ruud,37.5,33.33,8.0,42.59,172.02,239.97,9.0,73.68,0.0,58.56,77.0,1,183.0
