id,year,indoor_outdoor,location,match_duration,pais_anfitrion,prize_currency,prize_money,series_category_id,surface,1ST_SERVE_POINTS_WON,1ST_SERVE_RETURN_POINTS_WON,2ND_SERVE_POINTS_WON,2ND_SERVE_RETURN_POINTS_WON,ACES,age,backhand,BREAK_POINTS_CONVERTED,BREAK_POINTS_SAVED,citizenship,DOUBLE_FAULTS,FIRST_SERVE,handedness,name,PERCENTAGE_RETURN_GAME_WON,PERCENTAGE_SERVE_GAME_WON,RETURN_GAMES_PLAYED,RETURN_POINTS_WON,RETURN_RATING,SERVE_RATING,SERVICE_GAMES_PLAYED,SERVICE_POINTS_WON,tiebreaks_won,TOTAL_POINTS_WON,weight,Event,height
1,1999,O,Doha,135.0,QAT,$,1000000.0,atp250,Hard,66.67,34.67,52.63,48.78,6.0,25.612,Unknown Backhand,17.65,63.64,MAR,2.0,66.37,Right-Handed,Karim Alami,21.43,-20.0,14.0,39.66,122.52,169.67,15.0,61.95,1.0,50.66,85.0,1,185.0
2,1999,O,Doha,127.0,QAT,$,1000000.0,atp250,Hard,60.0,32.61,54.76,53.85,3.0,25.209,Unknown Backhand,31.25,57.14,MAR,3.0,54.35,Left-Handed,Hicham Arazi,35.71,-57.14,14.0,45.05,153.42,111.97,14.0,57.61,1.0,50.74,65.0,1,175.0
3,1999,O,Doha,63.0,QAT,$,1000000.0,atp250,Hard,70.0,29.03,66.67,76.92,4.0,27.311,Two-Handed Backhand,60.0,100.0,MAR,0.0,65.57,Right-Handed,Younes El Aynaoui,37.5,-55.56,8.0,43.18,203.46,150.68,9.0,68.85,0.0,58.1,86.0,1,193.0
4,1999,O,Doha,64.0,QAT,$,1000000.0,atp250,Hard,80.0,37.84,65.22,88.89,1.0,24.327,One-Handed Backhand,60.0,100.0,GBR,1.0,56.6,Right-Handed,Tim Henman,37.5,55.56,8.0,47.83,224.23,257.38,9.0,73.58,0.0,61.62,77.0,1,185.0
5,1999,O,Doha,126.0,QAT,$,1000000.0,atp250,Hard,77.97,41.82,40.91,31.43,14.0,27.309,Two-Handed Backhand,50.0,66.67,CRO,3.0,57.28,Left-Handed,Goran Ivanisevic,33.33,6.25,15.0,37.78,156.58,193.41,16.0,62.14,0.0,50.78,82.0,1,193.0
6,1999,O,Doha,122.0,QAT,$,1000000.0,atp250,Hard,66.15,27.78,60.61,56.41,2.0,30.752,Unknown Backhand,66.67,60.0,GER,1.0,66.33,Right-Handed,Bernd Karbacher,26.67,0.0,15.0,39.78,177.52,194.09,16.0,64.29,1.0,52.36,73.0,1,185.0
7,1999,O,Doha,109.0,QAT,$,1000000.0,atp250,Hard,63.83,36.67,44.74,58.54,5.0,24.879,Two-Handed Backhand,31.25,54.55,RUS,5.0,55.29,Right-Handed,Yevgeny Kafelnikov,38.46,-21.43,13.0,45.54,164.91,142.43,14.0,55.29,0.0,50.0,84.0,1,191.0
8,1999,O,Doha,65.0,QAT,$,1000000.0,atp250,Hard,91.67,40.0,54.55,60.87,11.0,29.553,Unknown Backhand,57.14,100.0,FRA,1.0,52.17,Right-Handed,Cedric Pioline,50.0,25.0,8.0,50.0,208.01,233.39,8.0,73.91,0.0,61.7,79.0,1,188.0
9,1999,O,Doha,64.0,QAT,$,1000000.0,atp250,Hard,77.78,30.3,81.25,50.0,1.0,30.924,Unknown Backhand,50.0,100.0,ESP,1.0,69.23,Right-Handed,Javier Sanchez,22.22,80.0,9.0,36.73,152.53,308.26,10.0,78.85,0.0,58.42,70.0,1,178.0
10,1999,O,Doha,88.0,QAT,$,1000000.0,atp250,Hard,68.85,39.53,42.31,35.0,6.0,23.368,One-Handed Backhand,50.0,57.14,ARG,4.0,70.11,Left-Handed,Franco Squillari,33.33,15.38,12.0,38.1,157.87,198.66,13.0,60.92,0.0,51.33,80.0,1,183.0
