id,year,indoor_outdoor,location,match_duration,pais_anfitrion,prize_currency,prize_money,series_category_id,surface,1ST_SERVE_POINTS_WON,1ST_SERVE_RETURN_POINTS_WON,2ND_SERVE_POINTS_WON,2ND_SERVE_RETURN_POINTS_WON,ACES,age,backhand,BREAK_POINTS_CONVERTED,BREAK_POINTS_SAVED,citizenship,DOUBLE_FAULTS,FIRST_SERVE,handedness,name,PERCENTAGE_RETURN_GAME_WON,PERCENTAGE_SERVE_GAME_WON,RETURN_GAMES_PLAYED,RETURN_POINTS_WON,RETURN_RATING,SERVE_RATING,SERVICE_GAMES_PLAYED,SERVICE_POINTS_WON,tiebreaks_won,TOTAL_POINTS_WON,weight,Event,height
172674,2016,O,Brisbane,107.0,AUS,$,461330.0,atp250,Hard,71.67,24.49,55.0,47.37,5.0,17.68,Two-Handed Backhand,40.0,60.0,AUS,3.0,60.0,Right-Handed,Oliver Anderson,14.29,46.67,14.0,34.48,126.14,235.33,15.0,65.0,0.0,50.8,73.0,1,175.0
172675,2016,O,Brisbane,61.0,AUS,$,461330.0,atp250,Hard,79.41,42.86,56.25,63.64,8.0,31.005,Two-Handed Backhand,57.14,100.0,CRO,2.0,68.0,Right-Handed,Ivan Dodig,50.0,75.0,8.0,52.0,213.64,284.66,8.0,72.0,0.0,62.0,81.0,1,183.0
172676,2016,O,Brisbane,104.0,AUS,$,461330.0,atp250,Hard,85.0,21.15,46.88,58.54,3.0,19.236,Two-Handed Backhand,33.33,33.33,USA,3.0,55.56,Right-Handed,Jared Donaldson,21.43,71.43,14.0,37.63,134.45,258.86,14.0,68.06,0.0,50.91,75.0,1,188.0
172677,2016,O,Brisbane,59.0,AUS,$,461330.0,atp250,Hard,84.62,25.81,72.73,52.94,9.0,27.346,Two-Handed Backhand,50.0,,LAT,1.0,54.17,Right-Handed,Ernests Gulbis,33.33,100.0,9.0,35.42,162.08,319.51,9.0,79.17,0.0,57.29,85.0,1,191.0
172678,2016,O,Brisbane,71.0,AUS,$,461330.0,atp250,Hard,77.78,35.14,53.12,63.16,1.0,29.62,Two-Handed Backhand,62.5,50.0,GER,4.0,45.76,Right-Handed,Tobias Kamke,50.0,40.0,10.0,44.64,210.79,213.67,10.0,64.41,0.0,54.78,76.0,1,178.0
172679,2016,O,Brisbane,55.0,AUS,$,461330.0,atp250,Hard,74.29,40.0,50.0,83.33,4.0,20.271,Two-Handed Backhand,62.5,100.0,JPN,0.0,68.63,Left-Handed,Yoshihito Nishioka,71.43,-14.29,7.0,58.14,257.26,182.63,7.0,66.67,0.0,62.77,64.0,1,170.0
172680,2016,O,Brisbane,127.0,AUS,$,461330.0,atp250,Hard,69.77,28.3,48.15,51.11,8.0,28.013,Two-Handed Backhand,57.14,80.0,USA,3.0,76.11,Right-Handed,Tim Smyczek,28.57,-12.5,14.0,38.78,165.13,186.52,16.0,64.6,0.0,52.61,73.0,1,175.0
172681,2016,O,Brisbane,83.0,AUS,$,461330.0,atp250,Hard,81.4,31.82,58.33,38.46,5.0,27.766,Two-Handed Backhand,50.0,66.67,EST,1.0,64.18,Right-Handed,Jurgen Zopp,18.18,54.55,11.0,34.29,138.46,262.45,11.0,73.13,1.0,53.28,88.0,1,191.0
172682,2016,O,Brisbane,140.0,AUS,$,461330.0,atp250,Hard,67.69,33.87,55.56,54.76,8.0,17.68,Two-Handed Backhand,71.43,50.0,AUS,2.0,59.09,Right-Handed,Oliver Anderson,31.25,43.75,16.0,42.31,191.31,232.09,16.0,62.73,1.0,52.8,73.0,1,175.0
172683,2016,O,Brisbane,120.0,AUS,$,461330.0,atp250,Hard,85.0,29.63,69.7,42.86,8.0,31.005,Two-Handed Backhand,28.57,50.0,CRO,3.0,54.79,Right-Handed,Ivan Dodig,14.29,78.57,14.0,34.83,115.34,293.06,14.0,78.08,0.0,54.32,81.0,1,183.0
