id,year,indoor_outdoor,location,match_duration,pais_anfitrion,prize_currency,prize_money,series_category_id,surface,1ST_SERVE_POINTS_WON,1ST_SERVE_RETURN_POINTS_WON,2ND_SERVE_POINTS_WON,2ND_SERVE_RETURN_POINTS_WON,ACES,age,backhand,BREAK_POINTS_CONVERTED,BREAK_POINTS_SAVED,citizenship,DOUBLE_FAULTS,FIRST_SERVE,handedness,name,PERCENTAGE_RETURN_GAME_WON,PERCENTAGE_SERVE_GAME_WON,RETURN_GAMES_PLAYED,RETURN_POINTS_WON,RETURN_RATING,SERVE_RATING,SERVICE_GAMES_PLAYED,SERVICE_POINTS_WON,tiebreaks_won,TOTAL_POINTS_WON,weight,Event,height
110349,2011,O,Brisbane,54.0,AUS,$,474050.0,atp250,Hard,85.71,43.48,57.89,77.78,2.0,23.75,Two-Handed Backhand,55.56,100.0,GER,2.0,52.5,Right-Handed,Matthias Bachinger,71.43,71.43,7.0,58.54,248.24,267.54,7.0,72.5,0.0,65.43,86.0,1,188.0
110350,2011,O,Brisbane,129.0,AUS,$,474050.0,atp250,Hard,72.41,33.33,52.17,56.1,14.0,20.532,Two-Handed Backhand,50.0,83.33,LTU,1.0,55.77,Right-Handed,Ricardas Berankis,35.71,21.43,14.0,43.16,175.15,214.79,14.0,63.46,0.0,53.77,77.0,1,175.0
110351,2011,O,Brisbane,112.0,AUS,$,474050.0,atp250,Hard,66.67,25.93,71.43,43.48,1.0,27.607,Unknown Backhand,33.33,80.0,ITA,3.0,68.18,Right-Handed,Marco Crugnola,14.29,35.71,14.0,31.17,117.02,239.99,14.0,68.18,0.0,50.91,84.0,1,188.0
110352,2011,O,Brisbane,122.0,AUS,$,474050.0,atp250,Hard,70.18,40.85,50.0,56.25,17.0,23.102,Two-Handed Backhand,54.55,42.86,AUS,2.0,65.52,Right-Handed,Matthew Ebden,40.0,33.33,15.0,45.63,191.64,234.03,15.0,63.22,0.0,53.68,80.0,1,188.0
110353,2011,O,Brisbane,,AUS,$,474050.0,atp250,Hard,,,,,,18.653,Two-Handed Backhand,,,USA,,,Right-Handed,Ryan Harrison,,,,,,,,,,,84.0,1,185.0
110354,2011,O,Brisbane,85.0,AUS,$,474050.0,atp250,Hard,64.71,39.53,60.0,55.56,2.0,22.623,Two-Handed Backhand,55.56,25.0,JPN,4.0,53.12,Right-Handed,Tatsuma Ito,41.67,58.33,12.0,45.71,192.31,234.16,12.0,62.5,0.0,53.73,75.0,1,180.0
110355,2011,O,Brisbane,86.0,AUS,$,474050.0,atp250,Hard,79.49,28.95,45.45,60.0,15.0,21.922,Unknown Backhand,57.14,60.0,AUS,1.0,63.93,Right-Handed,Greg Jones,36.36,20.0,11.0,41.27,182.45,222.88,10.0,67.21,1.0,54.03,84.0,1,193.0
110356,2011,O,Brisbane,51.0,AUS,$,474050.0,atp250,Hard,83.33,54.17,38.46,66.67,3.0,34.0,Unknown Backhand,100.0,0.0,AUT,1.0,69.77,Left-Handed,Stefan Koubek,71.43,87.5,7.0,58.97,292.26,281.06,8.0,69.77,0.0,64.63,68.0,1,175.0
110357,2011,O,Brisbane,138.0,AUS,$,474050.0,atp250,Hard,59.72,34.09,51.28,60.98,6.0,27.4,Unknown Backhand,60.0,70.0,GER,3.0,64.86,Left-Handed,Bastian Knittel,46.15,-30.77,13.0,47.06,201.22,148.1,13.0,56.76,0.0,52.55,71.0,1,180.0
110358,2011,O,Brisbane,129.0,AUS,$,474050.0,atp250,Hard,77.42,25.0,35.71,63.04,8.0,31.338,Two-Handed Backhand,22.22,71.43,AUS,2.0,68.89,Right-Handed,Peter Luczak,30.77,14.29,13.0,42.86,141.03,202.31,14.0,64.44,0.0,53.19,77.0,1,183.0
110359,2011,O,Brisbane,181.0,AUS,$,474050.0,atp250,Hard,81.48,28.57,64.52,48.84,8.0,22.51,Two-Handed Backhand,16.67,75.0,FRA,5.0,46.55,Left-Handed,Adrian Mannarino,11.11,61.11,18.0,34.75,105.19,256.66,18.0,72.41,1.0,51.75,79.0,1,180.0
110360,2011,O,Brisbane,100.0,AUS,$,474050.0,atp250,Hard,80.33,27.27,52.17,60.53,10.0,22.548,Two-Handed Backhand,50.0,0.0,CAN,1.0,72.62,Right-Handed,Peter Polansky,30.77,93.33,13.0,42.68,168.57,307.45,15.0,72.62,0.0,57.83,80.0,1,183.0
110361,2011,O,Brisbane,61.0,AUS,$,474050.0,atp250,Hard,86.96,26.32,61.9,85.0,6.0,28.459,Two-Handed Backhand,80.0,100.0,USA,1.0,52.27,Right-Handed,Bobby Reynolds,57.14,75.0,7.0,56.41,248.46,281.13,8.0,75.0,0.0,66.27,77.0,1,183.0
