id,year,indoor_outdoor,location,match_duration,pais_anfitrion,prize_currency,prize_money,series_category_id,surface,1ST_SERVE_POINTS_WON,1ST_SERVE_RETURN_POINTS_WON,2ND_SERVE_POINTS_WON,2ND_SERVE_RETURN_POINTS_WON,ACES,age,backhand,BREAK_POINTS_CONVERTED,BREAK_POINTS_SAVED,citizenship,DOUBLE_FAULTS,FIRST_SERVE,handedness,name,PERCENTAGE_RETURN_GAME_WON,PERCENTAGE_SERVE_GAME_WON,RETURN_GAMES_PLAYED,RETURN_POINTS_WON,RETURN_RATING,SERVE_RATING,SERVICE_GAMES_PLAYED,SERVICE_POINTS_WON,tiebreaks_won,TOTAL_POINTS_WON,weight,Event,height
70493,2008,O,Doha,93.0,QAT,$,1049000.0,atp250,Hard,77.5,46.51,45.45,55.56,0.0,26.287,Unknown Backhand,75.0,33.33,ITA,7.0,64.52,Right-Handed,Francesco Aldi,50.0,63.64,12.0,50.63,227.07,244.11,11.0,66.13,0.0,57.45,75.0,1,175.0
70494,2008,O,Doha,63.0,QAT,$,1049000.0,atp250,Hard,88.89,47.5,60.0,55.17,2.0,25.956,Two-Handed Backhand,30.77,,UAE,3.0,64.29,Right-Handed,Omar Alawadhi,50.0,100.0,8.0,50.72,183.44,312.17,8.0,78.57,0.0,61.26,,1,
70495,2008,O,Doha,71.0,QAT,$,1049000.0,atp250,Hard,76.92,41.03,42.11,55.56,6.0,23.763,Unknown Backhand,80.0,50.0,ITA,4.0,67.24,Right-Handed,Alberto Brizzi,44.44,66.67,9.0,46.97,221.03,254.94,9.0,65.52,0.0,55.65,,1,
70496,2008,O,Doha,47.0,QAT,$,1049000.0,atp250,Hard,84.0,51.43,45.0,64.29,5.0,31.129,Unknown Backhand,71.43,0.0,CZE,2.0,55.56,Right-Handed,Frantisek Cermak,62.5,87.5,8.0,55.1,249.64,275.06,8.0,66.67,0.0,60.64,80.0,1,193.0
70497,2008,O,Doha,104.0,QAT,$,1049000.0,atp250,Hard,67.39,32.61,62.96,60.0,7.0,30.231,Unknown Backhand,50.0,50.0,FRA,1.0,63.01,Right-Handed,Sebastien De Chaunac,33.33,50.0,12.0,43.42,175.94,249.37,12.0,65.75,0.0,54.36,74.0,1,183.0
70498,2008,O,Doha,76.0,QAT,$,1049000.0,atp250,Hard,82.5,31.82,52.38,55.0,3.0,26.973,Unknown Backhand,37.5,100.0,GER,2.0,65.57,Right-Handed,Benedikt Dorsch,33.33,55.56,9.0,39.06,157.65,257.01,9.0,72.13,0.0,55.2,84.0,1,178.0
70499,2008,O,Doha,36.0,QAT,$,1049000.0,atp250,Hard,95.45,60.61,45.45,71.43,7.0,24.725,Unknown Backhand,66.67,0.0,CZE,4.0,66.67,Right-Handed,Lukas Dlouhy,85.71,85.71,7.0,63.83,284.42,296.29,7.0,78.79,0.0,70.0,88.0,1,185.0
70500,2008,O,Doha,53.0,QAT,$,1049000.0,atp250,Hard,88.89,54.55,55.56,55.17,2.0,21.607,Unknown Backhand,50.0,100.0,UZB,1.0,75.0,Right-Handed,Farrukh Dustov,62.5,42.86,8.0,54.9,222.22,263.3,7.0,80.56,0.0,65.52,88.0,1,193.0
70501,2008,O,Doha,50.0,QAT,$,1049000.0,atp250,Hard,86.96,47.62,41.67,74.07,3.0,25.766,Unknown Backhand,75.0,,SUI,0.0,65.71,Right-Handed,Michael Lammer,85.71,100.0,7.0,62.5,282.41,297.34,6.0,71.43,0.0,66.27,80.0,1,185.0
70502,2008,O,Doha,139.0,QAT,$,1049000.0,atp250,Hard,67.21,36.0,46.88,62.16,3.0,29.362,One-Handed Backhand,71.43,37.5,ESP,3.0,65.59,Right-Handed,Alberto Martin,38.46,21.43,13.0,47.13,208.05,201.11,14.0,60.22,1.0,53.89,73.0,1,175.0
