id,year,indoor_outdoor,location,match_duration,pais_anfitrion,prize_currency,prize_money,series_category_id,surface,1ST_SERVE_POINTS_WON,1ST_SERVE_RETURN_POINTS_WON,2ND_SERVE_POINTS_WON,2ND_SERVE_RETURN_POINTS_WON,ACES,age,backhand,BREAK_POINTS_CONVERTED,BREAK_POINTS_SAVED,citizenship,DOUBLE_FAULTS,FIRST_SERVE,handedness,name,PERCENTAGE_RETURN_GAME_WON,PERCENTAGE_SERVE_GAME_WON,RETURN_GAMES_PLAYED,RETURN_POINTS_WON,RETURN_RATING,SERVE_RATING,SERVICE_GAMES_PLAYED,SERVICE_POINTS_WON,tiebreaks_won,TOTAL_POINTS_WON,weight,Event,height
249535,2023,O,Adelaide,93.0,AUS,$,642735.0,atp250,Hard,88.89,31.37,66.67,52.94,12.0,30.946,Two-Handed Backhand,10.0,100.0,AUS,2.0,60.0,Right-Handed,James Duckworth,10.0,81.82,10.0,40.0,104.31,307.37,11.0,80.0,1.0,56.55,82.0,1,183.0
249536,2023,O,Adelaide,63.0,AUS,$,642735.0,atp250,Hard,75.0,53.57,63.64,81.25,5.0,29.93,Two-Handed Backhand,54.55,100.0,JPN,0.0,71.79,Right-Handed,Taro Daniel,85.71,0.0,7.0,63.64,275.08,215.43,6.0,71.79,0.0,67.47,84.0,1,191.0
249537,2023,O,Adelaide,68.0,AUS,$,642735.0,atp250,Hard,83.33,34.38,70.59,62.07,3.0,21.857,Two-Handed Backhand,42.86,,AUS,1.0,63.83,Right-Handed,Rinky Hijikata,37.5,100.0,8.0,47.54,176.8,319.75,9.0,78.72,0.0,61.11,68.0,1,178.0
249538,2023,O,Adelaide,74.0,AUS,$,642735.0,atp250,Hard,67.74,53.12,60.0,59.09,8.0,25.08,Two-Handed Backhand,55.56,0.0,KOR,4.0,60.78,Right-Handed,Soonwoo Kwon,62.5,77.78,8.0,55.56,230.27,270.3,9.0,64.71,0.0,60.0,72.0,1,180.0
249539,2023,O,Adelaide,59.0,AUS,$,642735.0,atp250,Hard,88.46,23.08,81.25,63.64,5.0,23.405,Two-Handed Backhand,60.0,,AUS,1.0,61.9,Right-Handed,Alexei Popyrin,37.5,100.0,8.0,41.67,184.21,335.62,9.0,85.71,0.0,62.22,78.0,1,196.0
249540,2023,O,Adelaide,91.0,AUS,$,642735.0,atp250,Hard,80.0,36.36,62.5,60.0,7.0,32.524,Two-Handed Backhand,44.44,66.67,CAN,3.0,55.56,Right-Handed,Vasek Pospisil,40.0,50.0,10.0,44.93,180.81,252.06,10.0,72.22,0.0,56.91,88.0,1,193.0
249541,2023,O,Adelaide,149.0,AUS,$,642735.0,atp250,Hard,75.0,33.33,66.67,42.22,9.0,25.4,Two-Handed Backhand,33.33,83.33,RUS,1.0,73.91,Right-Handed,Roman Safiullin,18.75,31.25,16.0,36.94,127.64,254.83,16.0,72.83,0.0,53.2,75.0,1,185.0
249542,2023,O,Adelaide,80.0,AUS,$,642735.0,atp250,Hard,76.19,37.5,69.57,52.94,5.0,23.215,Two-Handed Backhand,50.0,75.0,CHN,1.0,64.62,Right-Handed,Yibing Wu,20.0,36.36,10.0,42.11,160.44,250.73,11.0,73.85,1.0,59.02,80.0,1,183.0
249543,2023,O,Adelaide,99.0,AUS,$,642735.0,atp250,Hard,77.5,25.0,52.94,50.0,7.0,21.857,Two-Handed Backhand,33.33,85.71,AUS,4.0,54.05,Right-Handed,Rinky Hijikata,27.27,-18.18,11.0,36.84,135.61,169.31,11.0,66.22,0.0,51.33,68.0,1,178.0
249544,2023,O,Adelaide,177.0,AUS,$,642735.0,atp250,Hard,82.86,26.92,53.57,42.5,8.0,25.08,Two-Handed Backhand,0.0,85.71,KOR,7.0,55.56,Right-Handed,Soonwoo Kwon,0.0,23.53,17.0,32.2,69.42,216.51,17.0,69.84,2.0,51.64,72.0,1,180.0
